customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4656-MOTEO,Female,1,No,No,52,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,Yes,Mailed check,66.09,3436.68,No
2979-VHVEG,Female,0,Yes,Yes,63,No,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.8,1499.4,Yes
6928-VHVEG,Male,0,No,No,2,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No,One year,Yes,Mailed check,96.93,193.86,Yes
1364-HZTQW,Male,1,Yes,No,71,No,No phone service,DSL,No,No,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),63.13,4482.23,No
1831-HZTQW,Male,0,Yes,Yes,34,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),26.94,915.96,Yes
1416-HZTQW,Female,0,Yes,Yes,39,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),98.83,3854.37,No
7626-MOTEO,Female,1,Yes,Yes,0,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),104.79,104.79,No
1398-MOTEO,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,24.62,787.84,No
4096-HZTQW,Female,0,No,Yes,57,Yes,No phone service,No,No,No internet service,No,No internet service,No,No internet service,One year,No,Credit card (automatic),97.41,5552.37,No
7260-MOTEO,Female,0,No,No,18,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),66.59,1198.62,No
9388-HZTQW,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),35.99,2087.42,Yes
3218-VHVEG,Female,0,Yes,Yes,53,No,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),73.03,3870.59,No
3115-VHVEG,Male,0,Yes,Yes,43,No,No,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,99.98,4299.14,No
2306-GNVDE,Female,1,Yes,Yes,3,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,37.24,111.72,No
1499-VHVEG,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,26.42,369.88,Yes
1114-GNVDE,Female,0,No,Yes,4,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,41.2,164.8,No
6281-HZTQW,Male,0,Yes,Yes,36,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Credit card (automatic),75.76,2727.36,Yes
4339-MOTEO,Female,0,No,No,45,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),73.9,3325.5,Yes
7531-HZTQW,Male,0,Yes,No,61,No,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,89.23,5443.03,No
1342-GNVDE,Male,1,Yes,Yes,9,No,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,20.59,185.31,Yes
8493-VHVEG,Female,0,No,No,14,No,No phone service,No,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,101.4,1419.6,No
3120-MOTEO,Female,0,Yes,Yes,64,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),81.62,5223.68,Yes
9807-MOTEO,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,85.72,2571.6,No
1261-MOTEO,Female,1,Yes,No,28,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,117.95,3302.6,No
8287-HZTQW,Female,0,Yes,Yes,51,Yes,No,No,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),74.53,3801.03,Yes
9833-QPYBK,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No,Yes,Yes,No,No,One year,Yes,Mailed check,26.15,26.15,No
1553-VHVEG,Male,1,No,No,31,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.71,3215.01,No
6807-QPYBK,Male,1,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,One year,No,Credit card (automatic),43.07,1205.96,No
6409-GNVDE,Female,1,No,No,27,No,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,23.02,621.54,No
5053-VHVEG,Male,0,No,No,27,Yes,No phone service,No,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),119.3,3221.1,No
1527-GNVDE,Female,0,Yes,Yes,45,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),47.38,2132.1,Yes
7727-GNVDE,Male,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),41.96,167.84,Yes
9516-MOTEO,Female,0,No,Yes,6,No,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),86.26,517.56,Yes
3880-VHVEG,Male,1,No,No,60,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),90.46,5427.6,No
1621-MOTEO,Female,0,Yes,Yes,23,No,Yes,No,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),69.98,1609.54,No
5131-HZTQW,Male,1,No,No,56,Yes,No,No,No,Yes,No internet service,Yes,No,Yes,Two year,No,Credit card (automatic),106.02,5937.12,No
3815-VHVEG,Female,0,No,No,46,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.14,2490.44,No
4049-HZTQW,Male,0,Yes,Yes,34,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,113.45,3857.3,No
6725-MOTEO,Male,1,Yes,Yes,22,No,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),41.59,914.98,No
3620-GNVDE,Female,0,Yes,Yes,61,No,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),98.07,5982.27,No
9387-QPYBK,Female,0,No,No,6,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.99,509.94,Yes
6417-QPYBK,Male,1,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,One year,Yes,Electronic check,119.97,4318.92,No
8395-HZTQW,Male,0,Yes,No,28,No,Yes,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),60.96,1706.88,No
4546-VHVEG,Male,0,No,Yes,28,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,One year,No,Electronic check,79.51,2226.28,No
2534-GNVDE,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.02,858.66,Yes
1845-QPYBK,Female,0,No,Yes,55,No,No,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),83.9,4614.5,No
8012-VHVEG,Female,0,No,No,44,No,Yes,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),107.94,4749.36,No
2840-MOTEO,Male,0,No,Yes,5,No,No phone service,No,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,109.53,547.65,Yes
4024-MOTEO,Male,0,No,Yes,58,No,No,DSL,Yes,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,73.03,4235.74,Yes
7104-HZTQW,Male,0,Yes,No,61,No,No phone service,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,62.31,3800.91,No
7730-MOTEO,Male,0,No,No,9,No,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,No,Bank transfer (automatic),41.91,377.19,Yes
3964-VHVEG,Male,1,Yes,No,16,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,25.2,403.2,No
3680-VHVEG,Male,1,No,No,13,No,No,Fiber optic,Yes,No internet service,No,No,Yes,No internet service,One year,No,Credit card (automatic),22.3,289.9,Yes
7571-GNVDE,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),49.53,842.01,No
9838-QPYBK,Male,1,Yes,Yes,63,No,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,99.05,6240.15,No
5456-HZTQW,Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,No,Electronic check,58.56,409.92,Yes
6566-HZTQW,Male,0,Yes,No,22,No,Yes,DSL,No,Yes,No internet service,No,No internet service,No,Two year,Yes,Mailed check,101.07,2223.54,No
3310-VHVEG,Male,1,Yes,Yes,29,Yes,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,67.79,1965.91,Yes
1336-QPYBK,Female,0,No,No,67,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),23.62,1582.54,No
4976-MOTEO,Female,0,Yes,No,65,Yes,No,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,61.21,3978.65,No
9050-VHVEG,Male,0,No,No,34,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.73,3084.82,No
3817-GNVDE,Male,1,Yes,Yes,45,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,70.17,3157.65,No
6071-GNVDE,Male,0,No,No,65,No,No phone service,DSL,No,No,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),53.07,3449.55,Yes
6953-MOTEO,Male,1,Yes,Yes,40,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,84.41,3376.4,Yes
6097-MOTEO,Male,0,Yes,No,27,No,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,92.19,2489.13,No
8433-QPYBK,Male,0,Yes,Yes,6,No,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),90.21,541.26,No
3462-VHVEG,Male,0,Yes,No,19,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),117.68,2235.92,No
6767-QPYBK,Male,0,Yes,No,53,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),23.76,1259.28,No
4554-HZTQW,Male,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),109.65,5482.5,No
6014-HZTQW,Male,1,Yes,No,70,No,Yes,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,91.48,6403.6,No
4091-HZTQW,Male,0,Yes,No,39,No,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Mailed check,70.29,2741.31,No
9590-VHVEG,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,54.13,1299.12,Yes
9707-HZTQW,Female,0,No,No,54,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,113.21,6113.34,No
1679-HZTQW,Male,0,No,No,27,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Mailed check,71.14,1920.78,Yes
6953-HZTQW,Male,0,No,Yes,54,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,35.11,1895.94,No
2393-GNVDE,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),65.56,3999.16,No
3801-HZTQW,Female,0,Yes,No,11,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),87.55,963.05,No
4341-VHVEG,Male,0,Yes,No,45,No,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,One year,No,Mailed check,66.72,3002.4,No
9268-HZTQW,Female,1,No,Yes,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,56.34,1577.52,No
4982-HZTQW,Female,0,Yes,No,21,No,No phone service,DSL,No,No internet service,No,No,Yes,Yes,One year,No,Mailed check,57.74,1212.54,No
3194-VHVEG,Male,0,Yes,No,21,No,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,39.29,825.09,No
1349-VHVEG,Female,0,No,No,58,No,No,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,111.69,6478.02,Yes
6955-HZTQW,Male,0,Yes,Yes,48,No,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),27.45,1317.6,No
6779-MOTEO,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,32.24,1966.64,No
5571-VHVEG,Male,0,Yes,Yes,22,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,43.01,946.22,No
8843-MOTEO,Female,0,Yes,No,63,No,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Electronic check,94.46,5950.98,No
9074-MOTEO,Female,0,No,No,67,No,No,No,Yes,No,Yes,No internet service,Yes,No internet service,Two year,No,Mailed check,33.45,2241.15,No
7832-QPYBK,Male,0,No,Yes,48,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),55.74,2675.52,Yes
6782-HZTQW,Female,0,Yes,Yes,56,No,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Bank transfer (automatic),59.41,3326.96,No
9283-GNVDE,Female,0,Yes,Yes,26,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),28.62,744.12,No
9840-HZTQW,Female,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),102.05,7041.45,No
4966-VHVEG,Male,0,No,Yes,17,No,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,95.88,1629.96,Yes
5155-HZTQW,Female,0,No,Yes,32,Yes,No,No,Yes,No,No internet service,No,No,Yes,One year,No,Electronic check,45.85,1467.2,No
9647-QPYBK,Male,0,Yes,No,65,No,No phone service,DSL,Yes,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,46.69,3034.85,No
7193-GNVDE,Male,0,No,Yes,37,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,24.79,917.23,No
8065-HZTQW,Female,0,Yes,Yes,6,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,98.43,590.58,No
8657-GNVDE,Female,0,Yes,No,8,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Bank transfer (automatic),81.88,655.04,No
5114-HZTQW,Female,0,No,No,11,No,No phone service,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),46.29,509.19,No
3842-HZTQW,Male,1,No,No,72,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,6570.0,No
5560-HZTQW,Female,0,No,No,13,No,Yes,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,110.1,1431.3,Yes
4637-GNVDE,Male,0,Yes,Yes,50,No,Yes,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,96.16,4808.0,Yes
8096-GNVDE,Male,0,Yes,No,27,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Electronic check,83.4,2251.8,No
3790-QPYBK,Male,0,Yes,No,22,No,No,No,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,90.58,1992.76,No
2816-HZTQW,Female,1,No,No,38,Yes,No,No,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,100.81,3830.78,No
7573-MOTEO,Male,0,No,No,62,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),117.75,7300.5,No
1523-HZTQW,Male,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.82,99.82,No
7448-GNVDE,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,110.7,3653.1,Yes
9771-MOTEO,Female,0,Yes,Yes,5,Yes,No phone service,No,Yes,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,32.0,160.0,Yes
1779-VHVEG,Male,1,No,No,33,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,26.35,869.55,No
3748-VHVEG,Female,0,Yes,No,41,No,No,No,No,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.06,3118.46,No
4557-MOTEO,Male,0,Yes,No,43,No,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),116.37,5003.91,No
3660-GNVDE,Male,0,No,Yes,47,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),43.84,2060.48,No
5830-MOTEO,Female,0,No,Yes,15,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.59,983.85,No
7384-GNVDE,Female,0,No,Yes,43,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),27.87,1198.41,No
1613-VHVEG,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),47.18,849.24,No
3545-QPYBK,Female,0,No,Yes,44,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),66.54,2927.76,No
6897-HZTQW,Male,0,Yes,Yes,46,No,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.34,4799.64,No
5609-MOTEO,Female,1,No,Yes,51,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Electronic check,98.16,5006.16,No
8524-VHVEG,Female,0,No,No,48,Yes,No,No,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,109.7,5265.6,No
7622-VHVEG,Male,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.78,2433.04,No
5023-MOTEO,Male,0,Yes,No,34,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Mailed check,54.93,1867.62,No
8939-GNVDE,Male,0,Yes,No,34,No,Yes,No,Yes,No,No internet service,No,No,No,Two year,No,Credit card (automatic),24.84,844.56,Yes
8815-QPYBK,Female,0,No,Yes,54,No,No,No,Yes,No internet service,No,No internet service,No,Yes,One year,No,Mailed check,91.62,4947.48,No
8702-VHVEG,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,23.86,668.08,No
1673-MOTEO,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),71.12,2702.56,No
9604-HZTQW,Female,0,No,No,59,No,No phone service,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),87.12,5140.08,No
8933-MOTEO,Female,0,Yes,Yes,71,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.17,7396.07,No
3926-VHVEG,Male,0,No,Yes,69,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),100.19,6913.11,Yes
9669-MOTEO,Male,0,No,Yes,46,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),63.2,2907.2,Yes
2734-GNVDE,Female,0,Yes,Yes,22,No,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,87.45,1923.9,Yes
2152-HZTQW,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,68.64,3157.44,No
6977-MOTEO,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Electronic check,60.86,3408.16,No
8092-GNVDE,Female,0,Yes,Yes,31,No,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,119.61,3707.91,No
9143-QPYBK,Male,1,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,40.1,1644.1,No
2132-MOTEO,Female,0,No,No,18,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),113.99,2051.82,No
5662-VHVEG,Male,0,Yes,No,70,Yes,No phone service,No,No,No,No,No,No internet service,No,One year,No,Credit card (automatic),65.2,4564.0,No
9511-VHVEG,Male,1,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,106.36,2446.28,Yes
4996-HZTQW,Female,0,No,Yes,50,No,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,22.31,1115.5,No
8204-MOTEO,Female,0,Yes,No,65,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,109.06,7088.9,No
5813-GNVDE,Male,0,No,No,55,No,Yes,DSL,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,82.76,4551.8,Yes
4946-GNVDE,Male,0,Yes,Yes,50,Yes,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),87.17,4358.5,No
8766-GNVDE,Female,0,Yes,Yes,5,No,Yes,DSL,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,52.74,263.7,No
1576-GNVDE,Male,1,Yes,Yes,4,No,No phone service,No,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.44,277.76,No
